model_name,temperature,agent,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskID,name,TaskOrder,Agent,nObjects,userSetting
gpt-4o-2024-08-06,1,naive,Waste Ball Toss,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Attempt to toss the waste paper ball into the trash can from various designated distances using different techniques.,"Place the trash can at one end of the room. Position a chair 5 feet away as the starting point and mark three additional spots at increasing distances (7 feet, 9 feet, 11 feet). The participant stands on each marked spot and attempts to toss the waste paper ball into the trash can.",Successfully throw the waste paper ball into the trash can from each marked distance.,"Each successful toss from the starting point earns 1 point, 7 feet earns 2 points, 9 feet earns 3 points, and 11 feet earns 5 points. The maximum score is 11 points.","['Waste paper ball', 'Trash can', 'Chair']",256,few_dummy16_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Bowl Balancing Challenge,"[{'name': 'Bowl', 'quantity': 4}, {'name': 'Tray', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}]",Balance bowls on a tray while walking from one side of the room to the other without dropping any.,"Place one pillow at one side of the room as the starting point. Stack up to four bowls on the tray. The participant starts from the pillow, balancing the tray with bowls, and walks across the room.",Reach the opposite side of the room without tipping any bowls off the tray.,Earn 1 point for each bowl that remains balanced at the end of the walk. The maximum score is 4 points.,"['Bowl', 'Tray', 'Pillow']",257,few_dummy16_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Creative Story Writing,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Book', 'quantity': 2}, {'name': 'Clock', 'quantity': 1}]",Write a short story using words from randomly selected book pages within a time limit.,Select two books and open them randomly to a page. Use the pen and notebook to write a short story by incorporating at least 10 words from each book's selected pages. Use the clock to set a time limit of 30 minutes.,Craft a cohesive and creative story utilizing words found from the books within the time limit.,Self-evaluate the story on creativity (0-5 points) and cohesiveness (0-5 points). The maximum score is 10 points.,"['Notebook', 'Pen', 'Book', 'Clock']",258,few_dummy16_1.0,2,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Waste Paper Basketball,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",The player will sit on a chair and attempt to throw a waste paper ball into a trash can placed at a distance. The objective is to score as many baskets as possible within a given number of attempts.,Place the trash can at least 2 meters away from the chair. The player sits on the chair with the waste paper ball in hand. They will throw the ball aiming to get it into the trash can.,Shoot the waste paper ball into the trash can accurately and score as many points as possible.,"Each successful shot into the trash can is worth 1 point. The player attempts 10 throws, and their score is the total number of successful shots out of 10.","['Waste paper ball', 'Trash can', 'Chair']",259,few_dummy17_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Pillow Tower Challenge,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Books', 'quantity': 5}, {'name': 'Desk', 'quantity': 1}]",Players will create a tower using pillows and books on a desk without the structure toppling. The objective is to use all items in the tower without it collapsing within a limited time frame.,"Place a desk in an open area of the room. Stack pillows and books alternately on top of each other on the desk, aiming to build the tallest tower possible without it falling.",Build a stable tower using all the provided items.,Award 2 points for each item successfully placed in the tower without collapsing. An additional 5-point bonus is given if all items are used and the tower stands for over 30 seconds.,"['Pillow', 'Book', 'Desk']",260,few_dummy17_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Magazine Art Collage,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Newspaper', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","Participants will cut out images and text from a newspaper to create an art collage in the notebook, using a pen for additional drawings or embellishments.","Use the notebook as a base for the collage. Cut out various pieces from the newspaper and arrange them aesthetically inside the notebook. Use the pen to draw lines, borders, or add notes alongside the pasted images.",Create a visually appealing collage that tells a story or represents a theme of choice.,"Once finished, evaluate the collage on creativity, coherence of theme, and overall visual impact on a scale of 1 to 10, with 10 being exceptionally creative and coherent.","['Notebook', 'Newspaper', 'Pen']",261,few_dummy17_1.0,2,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Paper Toss Challenge,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Toss a waste paper ball into a trash can from a distance while sitting in a chair.,Place the trash can at one end of the room. Place a chair at a reasonable distance from the trash can (about 6-10 feet depending on room size). The participant sits on the chair and attempts to toss the waste paper ball into the trash can.,The goal is to successfully throw the waste paper ball into the trash can from the chair.,"Each successful toss into the trash can earns 10 points. Attempt the toss 5 times, and the highest possible score is 50 points. Adjust the chair distance based on difficulty preference.","['Waste paper ball', 'Trash can', 'Chair']",262,few_dummy18_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Pillow Book Balance,"[{'name': 'Book', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Balance a book on your head while walking around with a pillow under one arm in a timed setting.,Place a book on your head and hold a pillow under one arm. Use the clock to time yourself walking from one end of the room to the other without dropping the book or pillow.,The goal is to complete the walk in the fastest time possible while keeping the book balanced and the pillow secured.,"Complete the walk in less than 30 seconds for 10 points, 31-60 seconds for 5 points, and any longer without dropping results in 1 point. Dropping the book or pillow results in 0 points.","['Book', 'Pillow', 'Clock']",263,few_dummy18_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Creative Sketch Time,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Paintings', 'quantity': 1}]",Recreate the visuals of one of the paintings by sketching in your notebook.,"Select one of the paintings in the room as your subject. Sit comfortably with your notebook and pen, and spend time sketching your interpretation of the painting.",The goal is to capture the essence or details of the painting as accurately or creatively as possible.,"Rate the sketch from 1 to 10 based on detail, creativity, and resemblance to the painting. Use personal judgment or ask someone else to evaluate if possible.","['Notebook', 'Pen', 'Paintings']",264,few_dummy18_1.0,2,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Pillow Bowling,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Chairs', 'quantity': 4}]","A fun indoor bowling game using pillows as ""pins"" and a waste paper ball as the ""bowling ball.""","Set up four chairs in a square formation, two on each side to create lanes. Position the two pillows upright on the floor at one end of the lane to act as the bowling pins. Stand the waste paper ball at the opposite end, which acts as the bowling ""ball.""","Knock over the pillows by rolling the waste paper ball at them, as if bowling.","Each pillow knocked over earns 5 points. The maximum score per roll is 10 points. Each player gets two rolls per turn, and the player with the highest total score after three rounds wins.","['Pillow', 'Waste paper ball', 'Chair']",265,few_dummy19_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Book Tower Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]",Create a tall and steady tower of books using all the book items and one notebook to see who can build the tallest tower without toppling it.,"Place a desk in an open area of the room. Players take turns stacking the books and notebook on the desk, starting with a strong base and continuing upward.","Build the tallest stable book tower within three minutes, without the tower falling.","Measure the height of each completed book tower. The tower that is tallest and remains stable for at least 10 seconds after building earns the most points. Top points are 15 for maintaining the highest tower, 10 for second-highest, and 5 for third-any stable entries.","['Book', 'Notebook', 'Desk']",266,few_dummy19_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Newspaper Target Toss,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Bowl', 'quantity': 2}, {'name': 'Rug', 'quantity': 1}]",Aiming game where participants throw pieces of rolled-up newspaper into a trash can from different distances marked by bowls on the rug.,Spread the rug on the floor and place the trash can on one end. Set two bowls at different distances along the rug to serve as throwing lines for varying challenge levels. Tear the newspaper into several rolled-up balls for throwing.,Score points by successfully tossing newspaper balls into the trash can from designated distances marked by the bowls.,"Throws made from the nearest bowl line earn 1 point, and those from the furthest line earn 3 points. Each participant gets ten attempts, with the participant scoring the highest points declared as the winner.","['Newspaper', 'Trash can', 'Bowl', 'Rug']",267,few_dummy19_1.0,2,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Newspaper Target Toss,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Newspaper', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",Create a game using discarded paper and a trash can where participants aim to score by tossing the paper ball into the trash can.,"Place the trash can at one end of the room. Stand at a designated spot several feet away from the trash can, using a rolled-up newspaper as the throwing line. Take turns tossing the waste paper ball towards the trash can, trying to get it in.",Get the paper ball into the trash can as many times as possible within a set number of throws.,"Each successful toss into the trash can scores 2 points. If the paper ball touches the rim but doesn't go in, award 1 point. The participant with the highest score after a set number of attempts (e.g., 10 throws) wins.","['Waste paper ball', 'Newspaper', 'Trash can']",268,few_dummy20_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Pen and Cup Balance,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Cup', 'quantity': 1}]",A balance challenge where the participant attempts to balance a pen on an upside-down cup.,"Place the cup upside down on a flat surface, such as a desk. The objective is to balance the pen on the base of the upside-down cup without it falling off for a set duration of time like 30 seconds.",Successfully balance the pen on the cup for the specified duration without it falling.,"Award 3 points for balancing the pen for 30 seconds. Deduct 1 point for each fall, trying again until the allotted time runs out. The goal is to achieve as many points as possible.","['Pen', 'Cup']",269,few_dummy20_1.0,1,GPT-4o,2,dummy_few
gpt-4o-2024-08-06,1,naive,Speed Reading Relay,"[{'name': 'Book', 'quantity': 5}, {'name': 'Chair', 'quantity': 4}, {'name': 'Clock', 'quantity': 1}]",A speed reading challenge where the participant aims to read and comprehend a passage as quickly as possible.,"Arrange the chairs in a semi-circle with a book placed on each seat. Using the clock to time yourself, start with the first book and read a specified passage. Move on to the next chair and book in sequence as quickly as possible.",Read and comprehend passages from all five books in the shortest time.,"Record the completion time for reading all passages. After finishing, answer basic comprehension questions about each passage. Each correct answer earns 5 points, and a bonus of 10 points is given for completing the task in under a specified time, such as 5 minutes. The total score is determined by combined comprehension and timing points.","['Book', 'Chair', 'Clock']",270,few_dummy20_1.0,2,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Bookstack Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Chair', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]",Build the tallest stable book stack possible on a chair without it toppling over.,"Place a chair next to a desk. Use the five available books to create a stack on the chair. You can use the desk for support or to lean on, but the books must be stacked on the chair itself.",To construct the tallest stable stack of books that remains standing for at least 10 seconds.,Measure the height of each completed stack. Award 1 point for every inch of height achieved. The score is added only if the stack maintains stability for 10 seconds.,"['Book', 'Chair', 'Desk']",271,few_dummy21_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Indoor Bowling,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Bowl', 'quantity': 4}, {'name': 'Tray', 'quantity': 1}]",Use a waste paper ball to knock over a small bowling setup involving bowls placed on a tray.,"Arrange four bowls in a diamond formation on a tray, which serves as the bowling alley. Stand about 6 feet from the tray and use the waste paper ball as a makeshift bowling ball, rolling it towards the bowls.",To knock over as many bowls as possible with a single roll of the waste paper ball.,Each knocked-over bowl counts as 1 point. Score points based on the number of knocked-over bowls per turn. The maximum score for one roll is 4 points.,"['Waste paper ball', 'Bowl', 'Tray']",272,few_dummy21_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Creative Poster Tales,"[{'name': 'Poster', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Create a short story inspired by visual elements from a poster.,Hang the poster on a wall or lay it flat on a surface where it can be viewed clearly. Sit comfortably with the notebook and pen ready.,To write a short story of at least 100 words based on interpreting the visuals in the poster.,"Rate the creativity of the story on a scale from 1 to 10, using criteria such as creativity, coherence, and connection to the poster's elements. Self-assessment or an assessment from the optional participant (if available) can be utilized.","['Poster', 'Notebook', 'Pen']",273,few_dummy21_1.0,2,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Wasteball Toss,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",The goal is to toss the waste paper ball into the trash can from a set distance while seated on a chair.,The trash can is placed at a set distance from a chair. The player sits on the chair and attempts to throw the waste paper ball into the trash can. The distance can be adjusted based on the player's skill level.,Successfully toss the waste paper ball into the trash can as many times as possible within a set number of attempts.,Each successful toss into the trash can earns 1 point. A perfect score (all attempts successful) can earn a bonus point. The player with the highest points after a set number of rounds wins.,"['Waste paper ball', 'Trash can', 'Chair']",274,few_dummy22_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Broom Balance Challenge,"[{'name': 'Broom', 'quantity': 1}]",The aim of the task is to balance a broom vertically using one finger for as long as possible.,"The player stands in an open area in the room and positions the broom vertically on the tip of one finger. The clock is started as soon as the broom is balancing, and time is recorded until the broom falls.",Attempt to balance the broom in a vertical position for the longest possible duration.,"Time is recorded in seconds, with each second contributing 1 point. Bonus points are awarded for reaching significant thresholds, such as an additional 5 points for reaching 60 seconds.",['Broom'],275,few_dummy22_1.0,1,GPT-4o,1,dummy_few
gpt-4o-2024-08-06,1,naive,Mini Book Tower,"[{'name': 'Book', 'quantity': 5}, {'name': 'Desk', 'quantity': 1}]",Participants compete to build the tallest and most stable tower using books on a desk.,"Five books are provided, and the desk serves as the base platform. Players take turns stacking the books one on top of another to create a book tower without it falling.","The goal is to build a taller, steady tower using all available books without it toppling over.","Points are awarded for each book successfully stacked, with a bonus for using all books without toppling. Each stable book in the tower earns 2 points, and completion with all books without falling earns an extra 5 points.","['Book', 'Desk']",276,few_dummy22_1.0,2,GPT-4o,2,dummy_few
gpt-4o-2024-08-06,1,naive,Pen & Poster Pictionary,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Poster', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]","Two players compete in a game of Pictionary, using a pen to draw on a poster. One player draws a word or phrase, while the other guesses as quickly as possible.","Place the poster on the desk or a sofa, so it's visible to both players. Each player takes turns selecting a word or phrase to draw with the pen on the poster. The artist has 1 minute to complete their drawing.",The goal for each round is to guess the correct word or phrase before the time runs out.,"Each correct guess within the minute earns the guessing player 1 point. The player with the most points after a set number of turns (e.g., 5 rounds each) wins the game.","['Pen', 'Poster', 'Other people']",277,few_dummy23_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Book Balance Challenge,"[{'name': 'Book', 'quantity': 3}, {'name': 'Chair', 'quantity': 1}, {'name': 'Pillow', 'quantity': 2}]","Participants take turns balancing books on their heads while seated on a chair, utilizing pillows as obstacles for added challenge.",Arrange a chair in the room with two pillows placed on the floor around it to create a small obstacle course. Each participant sits on the chair and attempts to balance three books on their head. Players must sit still for at least 30 seconds without letting the books fall.,Successfully balance all three books for the entire duration without any falling.,"Successfully balancing all three books for 30 seconds earns 3 points. Losing one book results in 2 points; two books, 1 point; and three books, 0 points. The player with the most points over three attempts wins.","['Book', 'Chair', 'Pillow']",278,few_dummy23_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Waste Paper Toss,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Players aim to toss a waste paper ball into a trash can from a set distance while sitting on a chair.,Position a chair a few feet away from the trash can. Each participant sits on the chair and takes turns tossing the waste paper ball into the trash can.,Successfully land the waste paper ball in the trash can.,"Landing the waste paper ball in the trash can earns the player 1 point. Players have five attempts, and the player with the highest score wins. In the event of a tie, a sudden death additional round is conducted.","['Waste paper ball', 'Trash can', 'Chair']",279,few_dummy23_1.0,2,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Pillow Precision Toss,"[{'name': 'Pillow', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Bowl', 'quantity': 2}]",This is a solo game where the player must toss a paper ball from a pillow into one of the bowls positioned at varying distances.,"To start this task, the player needs to place the pillow on the floor near one corner of the room. Arrange two bowls at different distances from the pillow: one bowl should be 3 feet away and the other 5 feet away. The player sits or kneels on the pillow with the waste paper ball in hand.","The goal of this task is to toss the waste paper ball into either of the bowls, aiming to score in the farther targets.","In this task, scoring is as follows: 10 points for landing the ball in the closer bowl, 20 points for the farther bowl. The player has 5 attempts and total points determine success.","['Pillow', 'Waste paper ball', 'Bowl']",280,few_dummy24_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Literary Scavenger Hunt,"[{'name': 'Book', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]",The participant reads a book and performs a scavenger hunt by searching for specific words or phrases noted in the notebook.,"To start this task, choose one book and place it on the desk. Keep the notebook and pen on the desk for easy access. Pre-determine a list of 10 words or phrases to find and write them in the notebook.",The goal of this task is to find and mark all the specified words or phrases in the book as quickly as possible.,"In this task, award 5 points per word/phrase found, with 1 bonus point for finding all within 10 minutes. Total score is out of 51.","['Book', 'Notebook', 'Pen', 'Desk']",281,few_dummy24_1.0,1,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Indoor Plant Photo Challenge,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}, {'name': 'Lamp', 'quantity': 1}, {'name': 'TV', 'quantity': 1}]",Set up an indoor scene using available items and take creative photos of the potted plant with different lighting and backgrounds.,"To start this task, position the lamp to highlight the potted plants with adjustable lighting. Use the paintings as different background settings. Turn on the TV to display a static image as an alternative background.","The goal of this task is to create and photograph three unique setups with the potted plant, focusing on different lighting, angles, or backgrounds.","In this task, self-evaluate creativity for each photo on a scale of 1-5. Maximum score is 15 points based on creativity.","['Potted plants', 'Paintings', 'Lamp', 'TV']",282,few_dummy24_1.0,2,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Paint the Scene,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Participants are tasked with creating a sketch of the room scenery focusing on the potted plant and paintings.,Place the chair where you have a good view of the potted plant and one of the paintings. Sit with the notebook and pen in hand. Use the notebook to draw a sketch of the room focusing on the potted plant and one painting. Encourage creativity and unique perspectives.,Capture the essence of the room's scenery in your sketch within 20 minutes.,"Evaluate the sketch on a scale of 1 to 10 based on creativity, accuracy, and use of space. A perfect score is 10, showing a creative interpretation with attention to detail.","['Potted plants', 'Paintings', 'Notebook', 'Pen', 'Chair']",283,few_dummy25_1.0,0,GPT-4o,5,dummy_few
gpt-4o-2024-08-06,1,naive,Book Balancing Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Rug', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Balance as many books on your head as possible while walking back and forth across the rug for a set time.,"Place the books on a flat surface near the rug. Stand at one end of the rug, place one book on top of your head, and try to walk to the other end without dropping it. Use the clock to time your activity and increase the number of books being balanced with each successful trip.",Walk across the rug balancing the maximum number of books without dropping them within 10 minutes.,Award 1 point for each book successfully carried to the other side without dropping. The participant with the most points after 10 minutes wins.,"['Book', 'Rug', 'Clock']",284,few_dummy25_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Trash Can Toss,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 4}]",Toss the waste paper ball into the trash can from varying distances using the chairs.,"Arrange the chairs in a line starting at 2 feet away from the trash can and extending to 6 feet. Start at the closest chair, sit down, and attempt to toss the waste paper ball into the trash can.",Successfully toss the waste paper ball into the trash can from each chair.,Award 2 points for each successful toss from a chair. Completing a toss from all four chairs equals a perfect score of 8 points.,"['Waste paper ball', 'Trash can', 'Chair']",285,few_dummy25_1.0,2,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Speed Reading Challenge,"[{'name': 'Book', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Participants race against time to read as much as possible in a limited timeframe.,Select one book from the available collection and sit comfortably by the desk with the lamp for optimal lighting. A clock is set nearby to track the reading duration.,Read as many pages as possible within a set time limit of 10 minutes.,Each page read within the timeframe counts as 1 point. Incomplete pages do not count. Record the total points after the time expires.,"['Book', 'Clock']",286,few_dummy26_1.0,0,GPT-4o,2,dummy_few
gpt-4o-2024-08-06,1,naive,Creative Notebook Art,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Potted plants', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}]","Participants create a themed art piece in a notebook, drawing inspiration from chosen objects in the room.",Sit at any desk with the notebook and pen. Position the potted plant in view as one inspiration source. Use the paintings on the walls as additional visual themes for the artwork.,"Create a unique and themed art piece within the notebook over a 30-minute period, drawing from the chosen room elements for inspiration.","Score from 1-10 based on the creativity and thematic representation in the final artwork, with feedback from another participant if available or a self-assessment focusing on theme and originality.","['Notebook', 'Pen', 'Potted plants', 'Paintings']",287,few_dummy26_1.0,1,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Obstacle-Sitting Puzzle,"[{'name': 'Chair', 'quantity': 4}, {'name': 'Pillow', 'quantity': 2}, {'name': 'Broom', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}]",Navigate through an obstacle course to sit on the designated chair while avoiding obstacles.,"Arrange three chairs in a line, spaced evenly apart. The fourth chair is placed at the end as the target ""sit"" chair. Use pillows and the broom as obstacles along the course path. The waste paper ball is used as a distraction to navigate around.",Successfully reach the target chair and sit without knocking over any obstacle within 2 minutes.,Participants earn 10 points for reaching and sitting on the target chair within time. Deduct 2 points for each obstacle hit or displaced. Maximum score achievable is 10 points per round.,"['Chair', 'Pillow', 'Broom', 'Waste paper ball']",288,few_dummy26_1.0,2,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Pillow Basketball,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Use the waste paper ball to shoot into the trash can while sitting on a chair using pillows for target range variation.,Place a chair at one end of the room. Position the trash can at a reasonable distance (about 6 feet) from the chair. Use the pillows to create different stations with varying distances from which the player will shoot the waste paper ball into the trash can. The player must remain seated on the chair while making the shots.,Successfully throw the waste paper ball into the trash can from different distances.,"Each successful shot from a close range (without pillows) is 1 point, from the medium-range (one pillow station) 3 points, and from a long-range (two pillow station) 5 points. Add up the points from successful shots. The goal is to achieve the highest score possible within a set number of throws (e.g., 10 throws).","['Pillow', 'Waste paper ball', 'Trash can', 'Chair']",289,few_dummy27_1.0,0,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Literary Speed Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Clock', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]","Speed-read a collection of books, summarizing each as succinctly as possible against the clock.","Arrange the five books on the desk. Place the clock in a visible location to serve as a timer. The participant reads each book as quickly as possible, spending a maximum of 5 minutes per book, and then writes a one-sentence summary.",Complete all summaries within the allocated time for each book with a focus on capturing the essence of the content.,Each completed summary earns the participant 10 points if done within the 5-minute mark. An additional creativity bonus of up to 5 points can be awarded per summary by evaluating the uniqueness and insightfulness of the summary. Total points can range from 0 to 75.,"['Book', 'Clock', 'Desk']",290,few_dummy27_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Pen and Poster Relay,"[{'name': 'Poster', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",Two players take turns drawing different sections of a collaborative poster design within a limited time.,"Place the poster on a flat surface on top of one of the desks. Each player gets a turn to draw on a designated section of the poster using the pen, switching every 30 seconds as prompted by the clock.",Create a complete and visually interesting design collaboratively on the poster.,"Once the poster is complete, each participant gives a score from 1 to 10 for creativity and coherence, with the final score being the average of these ratings. High marks are given for teamwork and the aesthetic quality of the poster.","['Poster', 'Pen', 'Desk', 'Other people']",291,few_dummy27_1.0,2,GPT-4o,4,dummy_few
gpt-4o-2024-08-06,1,naive,Creative Book Stack,"[{'name': 'Book', 'quantity': 5}, {'name': 'Pillow', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]","In this task, the player creates the tallest and most stable stack of books on a pillow.","To start this task, the player needs to place one pillow on the floor as a base, then use the books to create the tallest stack possible on top of the pillow. The clock is used for timing the stability of the stack.",The goal of this task is to stack all five books on top of the pillow without them falling for at least 10 seconds.,"In this task, players earn 5 points for each book successfully stacked, with a 10 bonus points if the stack remains stable for 10 seconds. The maximum potential score is 35 points.","['Book', 'Pillow', 'Clock']",292,few_dummy28_1.0,0,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Waste Paper Basket Shootout,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 2}]","In this task, the player tests aim and coordination by shooting a waste paper ball into the trash can from a fixed distance.","To set up this task, the player places one chair at a designated distance (e.g., 2 meters) from the trash can, sits on this chair, and attempts to throw the waste paper ball into the trash can. The second chair is used to mark the start and reset point.",The goal of this task is to successfully throw the waste paper ball into the trash can from the sitting position.,"In this task, players score 10 points for each successful throw, with a deduction of 1 point for each missed attempt. The first person to reach 50 points wins.","['Waste paper ball', 'Trash can', 'Chair']",293,few_dummy28_1.0,1,GPT-4o,3,dummy_few
gpt-4o-2024-08-06,1,naive,Quiet Reading Retreat,"[{'name': 'Sofa', 'quantity': 1}, {'name': 'Lamp', 'quantity': 1}, {'name': 'Newspaper', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","In this task, the player reads for relaxation and comprehension followed by a short writing exercise to summarize.","To start the task, the player sits on the sofa with the lamp turned on for good lighting, reads the newspaper, and after reading, uses the notebook and pen to write a brief summary or reflection about the article read.",The goal of this task is to achieve relaxation through reading and accurately summarize or reflect on what was read.,"In this task, relaxation is rated on a scale of 1-10 post-reading, and the written summary is evaluated out of 10 points based on clarity and insight. Both scores are combined for a total possible score of 20 points.","['Sofa', 'Lamp', 'Newspaper', 'Notebook', 'Pen']",294,few_dummy28_1.0,2,GPT-4o,5,dummy_few
gpt-4o-2024-08-06,1,naive,Pillow Toss Challenge,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Chair', 'quantity': 4}]",Participants attempt to toss a waste paper ball onto pillows placed on chairs from a distance.,"Arrange the four chairs in a line, each with a pillow placed on the seat. The chairs should be spaced equally apart. Participants stand at a designated throw line, approximately 5 feet away, and try to toss the waste paper ball onto any of the pillows.",The objective is to land the waste paper ball on as many pillows as possible in five attempts.,Each successful toss onto a pillow earns 1 point. The participant with the highest number of points after all attempts wins.,"['Pillow', 'Waste paper ball', 'Chair']",295,few_dummy29_1.0,0,GPT-4o,3,dummy_few
